guild_id,user_id,display_name,user_url
1328126227013439601,761388542965448767,GHILLIE STEW,http://us1.bot-hosting.net:20900/discord-bet-bot/static/user_images/user_761388542965448767.png
1328126227013439601,821794684497690695,KCChief1,http://us1.bot-hosting.net:20900/discord-bet-bot/static/user_images/user_821794684497690695.png
1328126227013439601,1179625165332676632,Captain Cookin Books,http://us1.bot-hosting.net:20900/discord-bet-bot/static/user_images/user_1179625165332676632.png
